id,name,lat,lon,staff_email_domain,website,street,postcode,city,state
663,KMG Klinikum Thueringen Brandenburg GmbH,51.3736886,10.8786114,kmg-kliniken.de,www.kmg-kliniken.de/kmg-manniske-klinik-bad-frankenhausen/,Hospitalstraße,99706,Sondershausen,Thüringen
664,Kreiskrankenhaus Rotenburg a. d. Fulda,50.9957352,9.7207254,kkh-rotenburg.de,www.kkh-rotenburg.de,Am Emanuelsberg,36199,Rotenburg,Hessen
665,Helios Klinik Schkeuditz,51.3944728,12.2312474,helios-gesundheit.de,www.helios-gesundheit.de,Leipziger Str.,04435,Schkeuditz,Sachsen
666,Sana Klinikum Hof GmbH,50.3025406,11.914768,sana-klinikum-hof.de,www.sana-klinikum-hof.de,Eppenreuther Str.,95032,Hof,Bayern
667,Klinikum Dahme-Spreewald GmbH,52.3034698,13.6278035,klinikum-ds.de,www.spreewaldklinik.de,Köpenicker Straße,15711,Königs Wusterhausen,Brandenburg
668,Kreiskrankenhaus Schrobenhausen GmbH,48.5725195,11.2636582,kkh-sob.de,www.kkh-sob.de,Högenauer Weg,86529,Schrobenhausen,Bayern
669,Helios Klinik Bleicherode,51.4431931,10.5666409,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/bleicherode,Barbarastraße,99752,Bleicherode,Thüringen
670,Charité Universitätsmedizin Berlin,52.5257591,13.3778873,charite.de,www.charite.de,Charitéplatz,10117,Berlin,Berlin
671,Haßberg-Kliniken AöR des Landkreises Haßberge,50.0972332,10.7982507,hassberg-kliniken.de,www.hassberg-kliniken.de,Coburger Str.,96106,Ebern,Bayern
672,Sozialstiftung Bamberg,49.8931298,10.871427,sozialstiftung-bamberg.de,www.sozialstiftung-bamberg.de,Buger Str.,96049,Bamberg,Bayern
673,Westpfalz-Klinikum,49.5466167,7.3773385,westpfalz-klinikum.de,www.westpfalz-klinikum.de,Im Flur,66869,Kusel,Rheinland-Pfalz
674,Marienhaus Klinikum Bendorf - Neuwied - Waldbreitbach,50.4275674,7.471172,marienhaus-klinikum.de,www.marienhaus-klinikum.de,Friedrich-Ebert-Straße,56564,Neuwied,Rheinland-Pfalz
675,Klinikum Bielefeld gGmbH,51.9823661,8.5323312,klinikumbielefeld.de,www.klinikumbielefeld.de,An der Rosenhöhe,33647,Bielefeld,Nordrhein-Westfalen
676,Schön Klinik Bad Bramstedt,53.9044557,9.888273,schoen-klinik.de,www.schoen-klinik.de/bad-bramstedt,Birkenweg,24576,Bad Bramstedt,Schleswig-Holstein
677,MEDIAN Klinik NRZ Wiesbaden,50.0875394,8.2746966,median-kliniken.de,www.median-kliniken.de/de/median-klinik-nrz-wiesbaden,Aukammallee,65191,Wiesbaden,Hessen
678,RKU - Universitäts- und Rehabilitationskliniken  Ulm,48.4244038,9.9444536,rku.de,www.rku.de,Oberer Eselsberg,89081,Ulm,Baden-Württemberg
679,Herz- und Gefäßzentrum Bad Bevensen,53.0851112,10.6039988,hgz-bb.de,www.hgz-bb.de,Römstedter Straße,29549,Bad Bevensen,Niedersachsen
680,Marien-Hospital Erftstadt-Frauenthal,50.8072976,6.80865,marienerft.de,www.marien-hospital-erftstadt.de,Münchweg,50374,Erftstadt,Nordrhein-Westfalen
681,Hessenklinik Stadtkrankenhaus Korbach gGmbH,51.2673746,8.8710087,krankenhaus-korbach.de,www.krankenhaus-korbach.de,Enser Straße,34497,Korbach,Hessen
682,Dietrich-Bonhoeffer-Klinikum,53.6965734,13.2523635,dbknb.de,www.dbknb.de,Am Klosterberg,17087,Altentreptow,Mecklenburg-Vorpommern
683,Segeberger Kliniken GmbH,53.9411649,10.3091228,segebergerkliniken.de,www.segebergerkliniken.de,Am Kurpark,23795,Bad Segeberg,Schleswig-Holstein
684,Segeberger Kliniken GmbH,53.9420171,10.3101642,segebergerkliniken.de,www.segebergerkliniken.de,Am Kurpark,23795,Bad Segeberg,Schleswig-Holstein
685,Segeberger Kliniken GmbH,53.9435213,10.3081553,segebergerkliniken.de,www.segebergerkliniken.de,Am Kurpark,23795,Bad Segeberg,Schleswig-Holstein
686,Segeberger Kliniken GmbH,53.9518802,10.2950947,segebergerkliniken.de,www.segebergerkliniken.de,Am Kurpark,23795,Bad Segeberg,Schleswig-Holstein
687,Helios Klinik Zerbst/Anhalt GmbH,51.960414,12.0945424,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/zerbst/,Friedrich-Naumann-Straße,39261,Zerbst,Sachsen-Anhalt
688,Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim,49.5820339,10.6229515,kliniken-nea.de,www.kliniken-nea.de,Paracelsusstraße,91413,Neustadt a. d. Aisch,Bayern
689,Heidekreis Klinikum GmbH Krankenhaus Walsrode,52.8591794,9.5868433,heidekreis-klinikum.de,www.heidekreis-klinikum.de,Robert-Koch-Straße,29664,Walsrode,Niedersachsen
690,Heidekreis Klinikum GmbH Krankenhaus Soltau,52.9893051,9.8557584,heidekreis-klinikum.de,www.heidekreis-klinikum.de,Oeninger Weg,29614,Soltau,Niedersachsen
691,Diakoniewerk München-Maxvorstadt,48.1513508,11.569379,diakoniewerk-muenchen.de,www.diakoniewerk-muenchen.de,Heßstr.,80799,München,Bayern
692,Sächsisches Krankenhaus Rodewisch,50.4933097,12.1002174,sachsen.de,www.skh-rodewisch.de,Europaratstraße,08523,Plauen,Sachsen
693,Helios Klinikum Hildesheim GmbH,52.151027,9.9766477,helios-gesundheit.de,www.helios-gesundheit.de,Senator-Braun-Allee,31135,Hildesheim,Niedersachsen
694,St. Marien-Krankenhaus Berlin,52.4243752,13.3491945,marienkrankenhaus-berlin.de,www.marienkrankenhaus-berlin.de,Gallwitzallee,12249,Berlin,Berlin
695,Klinik Kitzinger Land,49.7436917,10.1392093,k-kl.de,www.k-kl.de,Keltenstr.,97318,Kitzingen,Bayern
696,AMEOS Krankenhausgesellschaft Oberhausen mbH,51.476878,6.8628217,ameos.de,www.ameos.de/oberhausen,Mülheimer Str.,46045,"Oberhausen, Rheinland",Nordrhein-Westfalen
697,Diakonissen-Stiftungs-Krankenhaus Speyer,49.4665575,8.1791839,diakonissen.de,www.diakonissen.de,Paul-Egell-Straße,67346,Speyer,Rheinland-Pfalz
698,m&i-Fachklinik Enzensberg,47.6143706,10.6887028,fachklinik-enzensberg.de,www.fachklinik-enzensberg.de,Höhenstr.,87629,Füssen,Bayern
699,Arona Klinik für Altersmedizin,52.5155394,13.5640162,arona-kliniken.de,www.arona-kliniken.de/,Blumberger Damm,12683,Berlin,Berlin
700,Privatklinik Bad Gleisweiler,49.242326,8.0602199,privatklinik-bad-gleisweiler.de,www.privatklinik-bad-gleisweiler.de,Badstraße,76835,Gleisweiler,Rheinland-Pfalz
701,Ortenau Klinikum Achern,48.6253504,8.0659637,ortenau-klinikum.de,www.ortenau-klinikum.de,Josef-Wurzler-Straße,77855,Achern,Baden-Württemberg
702,Krankenhaus Jerusalem Hamburg,53.5695968,9.9674591,jerusalem-hamburg.de,www.jerusalem-hamburg.de,Moorkamp,20357,Hamburg,Hamburg
703,medius KLINIK OSTFILDERN-RUIT,48.7412976,9.2549865,medius-kliniken.de,www.medius-kliniken.de,Hedelfinger Straße,73760,Ostfildern,Baden-Württemberg
704,Krankenhaus Maria Hilf GmbH,51.4417984,8.355693,krankenhaus-warstein.de,www.krankenhaus-warstein.de,Hospitalstr.,59581,Warstein,Nordrhein-Westfalen
705,Klinikum Bielefeld gGmbH,52.0144103,8.5445336,klinikumbielefeld.de,www.klinikumbielefeld.de,Teutoburger Straße,33604,Bielefeld,Nordrhein-Westfalen
706,Evangelisches Klinikum Bethel gGmbH,52.0134833,8.5255207,evkb.de,www.evkb.de,Burgsteig,33617,Bielefeld,Nordrhein-Westfalen
707,Knappschaftsklinikum Saar GmbH Klinik Püttlingen,49.2770024,6.8679765,kksaar.de,https://www.kksaar.de/,In der Humes,66346,Püttlingen,Saarland
708,Sana Klinik Pegnitz GmbH,49.7573292,11.5275792,sana-pegnitz.de,www.sana-pegnitz.de,Langer Berg,91257,Pegnitz,Bayern
709,Krankenhaus St. Josef,50.0436861,10.2252873,josef.de,www.josef.de,Ludwigstr.,97421,Schweinfurt,Bayern
710,Psychosomatische Klinik,50.3502853,10.3057638,rhoen-klinikum-ag.com,www.rhoen-klinikum-ag.com,Kurhausstr.,97616,Bad Neustadt a. d. Saale,Bayern
711,Kreisklinik Roth,49.235548,11.0726644,kreisklinik-roth.de,www.kreisklinik-roth.de,Weinbergweg,91154,Roth,Bayern
712,Klinikum Altmühlfranken Gunzenhausen,49.1080549,10.773979,klinikum-altmuehlfranken.de,www.klinikum-altmuehlfranken.de,Albert-Schweitzer-Str.,91710,Gunzenhausen,Bayern
713,Vivantes Netzwerk für Gesundheit GmbH,52.5255323,13.4394766,vivantes.de,www.vivantes.de,Landsberger Allee,10249,Berlin,Berlin
714,Tropenklinik Paul-Lechler-Krankenhaus,48.5311791,9.0606698,tropenklinik.de,www.tropenklinik.de,Paul-Lechler-Straße,72076,Tübingen,Baden-Württemberg
715,LVR-Klinik Bonn,50.7522838,7.0434075,lvr.de,www.klinik-bonn.lvr.de,Waldenburger Ring,53119,Bonn,Nordrhein-Westfalen
716,Inselkrankenhaus Borkum gGmbH,53.585277,6.670918,inselkrankenhaus-borkum.de,www.inselkrankenhaus-borkum.de,Gartenstraße,26757,Borkum,Niedersachsen
717,Evangelisches Klinikum Bethel gGmbH,52.0119323,8.5300139,evkb.de,www.evkb.de,Burgsteig,33617,Bielefeld,Nordrhein-Westfalen
718,LVR-Klinik Düren,50.8218698,6.4802244,lvr.de,www.klinik-dueren.lvr.de,Meckerstraße,52353,"Düren, Rheinland",Nordrhein-Westfalen
719,LUP-Klinikum am Crivitzer See gGmbH,53.5754281,11.6481221,krankenhaus-am-crivitzer-see.de,www.krankenhaus-am-crivitzer-see.de,Amtsstraße,19087,Crivitz,Mecklenburg-Vorpommern
720,Caritas-Krankenhaus Lebach,49.4190942,6.8896698,caritas-krankenhaus-lebach.de,http://www.caritas-krankenhaus-lebach.de/,Heeresstraße,66822,Lebach,Saarland
721,Klinikum Merzig gGmbH,49.4570001,6.6332478,shg-kliniken.de,www.shg-kliniken.de/merzig,Trierer Straße,66663,Merzig,Saarland
722,Oberberg Fachklinik Rhein-Jura,47.5751938,9.8586626,oberbergkliniken.de,www.oberbergkliniken.de,Schneckenhalde,79713,Bad Säckingen,Baden-Württemberg
723,Krankenhäuser des Landkreises Amberg-Sulzbach,49.5046591,11.7289823,kh-as.de,www.kh-as.de,Krankenhausstr.,92237,Sulzbach-Rosenberg,Bayern
724,Klinikum Vest GmbH,51.6199652,7.1759926,klinikum-vest.de,www.klinikum-vest.de,Dorstener Straße,45657,"Recklinghausen, Westfalen",Nordrhein-Westfalen
725,KKRN Katholisches Klinikum Ruhrgebiet Nord GmbH,51.6524123,7.0840208,kkrn.de,www.kkrn.de,Hervester Straße,45768,"Marl, Westfalen",Nordrhein-Westfalen
726,Evangelisches Krankenhaus Castrop-Rauxel,51.5673349,7.3199585,evk-castrop-rauxel.de,www.evk-castrop-rauxel.de,Grutholzallee,44577,Castrop-Rauxel,Nordrhein-Westfalen
727,St.-Laurentius-Stift,51.6208689,7.3873629,laurentius-stift.de,www.laurentius-stift.de,Hochstraße,45731,Waltrop,Nordrhein-Westfalen
728,Schön Klinik Bad Bramstedt,53.9044557,9.888273,schoen-klinik.de,www.schoen-klinik.de/bad-bramstedt,Birkenweg,24576,Bad Bramstedt,Schleswig-Holstein
729,ELBLANDKLINIKUM Meißen,51.1733157,13.5063986,elblandkliniken.de,www.elblandkliniken.de,Nassauweg,01662,Meißen,Sachsen
730,"Muldentalkliniken, Standort Wurzen",51.2374959,12.718689,kh-muldental.de,www.kh-muldental.de/,Kleiststr.,04668,Grimma,Sachsen
731,Sana-Krankenhaus Hürth GmbH,51.3970798,6.7008209,sana.de,www.sana.de/huerth,Krankenhausstraße,50354,"Hürth, Rheinland",Nordrhein-Westfalen
732,Schussental-Klinik (Akutklinik),47.9533587,9.6346461,schussental-klinik.de,www.schussental-klinik.de,Safranmoosstraße,88326,Aulendorf,Baden-Württemberg
733,SRH Kliniken Landkreis Sigmaringen,48.0964273,9.2256124,klksig.de,www.kliniken-sigmaringen.de,Hohenzollernstr.,72488,Sigmaringen,Baden-Württemberg
734,Schön Klinik Bad Bramstedt,53.9044557,9.888273,schoen-klinik.de,www.schoen-klinik.de/bad-bramstedt,Birkenweg,24576,Bad Bramstedt,Schleswig-Holstein
735,Schön Klinik Lorsch,49.6521951,8.5626975,schoen-klinik.de,www.fachklinik-lorsch.de,Wilhelm-Leuschner-Straße,64653,Lorsch,Hessen
736,Schön Klinik Bad Bramstedt,53.9044557,9.888273,schoen-klinik.de,www.schoen-klinik.de/bad-bramstedt,Birkenweg,24576,Bad Bramstedt,Schleswig-Holstein
737,Schön Klinik Lorsch,49.6521951,8.5626975,schoen-klinik.de,www.fachklinik-lorsch.de,Wilhelm-Leuschner-Straße,64653,Lorsch,Hessen
738,Schön Klinik Düsseldorf SE & Co. KG,51.2313187,6.7272689,schoen-klinik.de,www.schoen-klinik.de,Am Heerdter Krankenhaus,40549,Düsseldorf,Nordrhein-Westfalen
739,Schön Klinik Lorsch,49.6522034,8.5627027,schoen-klinik.de,www.fachklinik-lorsch.de,Wilhelm-Leuschner-Straße,64653,Lorsch,Hessen
740,Klinik Dr. Denzel,49.1355335,9.2316069,klinik-denzel.de,www.kliniik-denzel.de,Gutenbergstraße,74074,Heilbronn,Baden-Württemberg
741,Krankenhaus Buchen,49.524074,9.308452,neckar-odenwald-kliniken.de,www.neckar-odenwald-kliniken.de,Dr.-Konrad-Adenauer-Straße,74722,Buchen,Baden-Württemberg
742,Helios Spital Überlingen,47.7747866,9.1506508,helios-gesundheit.de,www.helios-gesundheit.de,Härlenweg,88662,Überlingen,Baden-Württemberg
743,Kreiskrankenhaus Mechernich GmbH,50.592562,6.6511944,kkhm.de,www.kkhm.de,St. Elisabeth-Straße,53894,Mechernich,Nordrhein-Westfalen
744,Klinikum Idar-Oberstein,49.7164349,7.3213609,shg-kliniken.de,www.shg-kliniken.de,Dr.-Ottmar-Kohler-Straße,55743,Idar-Oberstein,Rheinland-Pfalz
745,Universitätsklinikum Erlangen,49.6000839,11.008556,uk-erlangen.de,www.uk-erlangen.de,Maximiliansplatz,91054,Erlangen,Bayern
746,GFO Kliniken Bonn,50.6476461,7.2259944,gfo-kliniken-bonn.de,www.gfo-kliniken-bonn.de,Hermannstr.,53225,Bonn,Nordrhein-Westfalen
747,GFO Kliniken Bonn,50.7360583,7.1186239,gfo-kliniken-bonn.de,www.gfo-kliniken-bonn.de,Hermannstr.,53225,Bonn,Nordrhein-Westfalen
748,Helios Klinikum Siegburg,50.7992103,7.2062373,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/siegburg,Ringstraße,53721,Siegburg,Nordrhein-Westfalen
749,"Hermann-Josef-Krankenhaus, Erkelenz",51.074548,6.3126399,hjk-erkelenz.de,www.hjk-erkelenz.de,Tenholter Straße,41812,Erkelenz,Nordrhein-Westfalen
750,Paracelsus-Nordseeklinik Helgoland,54.1786841,7.886524,paracelsus-kliniken.de,www.paracelsus-kliniken.de/akut/helgoland/,Invasorenpfad,27498,Helgoland,Schleswig-Holstein
751,Klinikum Itzehoe,53.9417275,9.5037461,kh-itzehoe.de,www.klinikum-itzehoe.de,Robert-Koch-Straße,25524,Itzehoe,Schleswig-Holstein
752,St. Antonius-Hospital Gronau,52.2082895,7.0208279,st-antonius-gronau.de,www.st-antonius-gronau.de,Möllenweg,48599,Gronau (Westfalen),Nordrhein-Westfalen
753,Helios Klinik Lengerich,52.1987656,7.8434526,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/lengerich,Martin-Luther-Straße,49525,"Lengerich, Westfalen",Nordrhein-Westfalen
754,Klinikum Bielefeld gGmbH,52.0545192,8.3548009,klinikumbielefeld.de,www.klinikumbielefeld.de,An der Rosenhöhe,33647,Bielefeld,Nordrhein-Westfalen
755,Klinikum Weser-Egge,51.7854303,9.3654636,khwe.de,www.khwe.de,Elmarstraße,33014,Bad Driburg,Nordrhein-Westfalen
756,Klinikum Nordfriesland gGmbH - Inselklinik Föhr-Amrum,54.6852962,8.5642826,klinikum-nf.de,www.klinikum-nf.de/kliniken-praxen/inselklinik-foehr-amrum/,Rebbelstieg,25938,Wyk auf Föhr,Schleswig-Holstein
757,AMEOS Klinikum Hameln,51.994361,9.8329516,ameos.de,www.ameos.eu,Wilhelmstraße,31785,Hameln,Niedersachsen
758,Schmerzklinik Kiel GmbH & Co. KG,54.3288825,10.183787,schmerzklinik.de,www.schmerzklinik.de,Heikendorfer Weg,24149,Kiel,Schleswig-Holstein
759,Krankenhaus Landshut-Achdorf,48.5233197,12.1499832,lakumed.de,www.lakumed.de,Achdorfer Weg,84036,Landshut,Bayern
760,St. Barbara-Klinik Hamm GmbH,51.7082938,7.841015,barbaraklinik.de,www.barbaraklinik.de,Am Heessener Wald,59073,"Hamm, Westfalen",Nordrhein-Westfalen
761,Klinikum Wetzlar-Braunfels,50.5386896,8.5304337,lahn-dill-kliniken.de,www.lahn-dill-kliniken.de,Forsthausstraße,35578,Wetzlar,Hessen
762,Oberhavel Klinik Gransee GmbH,52.9989511,13.1442171,oberhavel-kliniken.de,www.oberhavel-kliniken.de,Meseberger Weg,16775,Gransee,Brandenburg
763,Universitätsklinikum Heidelberg,49.4155818,8.6651569,uni-heidelberg.de,www.klinikum.uni-heidelberg.de,Im Neuenheimer Feld,69120,Heidelberg,Baden-Württemberg
764,Krankenhäuser des Landkreises Amberg-Sulzbach,49.6984229,11.6193094,kh-as.de,www.kh-as.de,Krankenhausstr.,91275,Auerbach,Bayern
765,Elbe Klinikum Buxtehude,53.4619083,9.6760222,elbekliniken.de,www.elbekliniken.de,Am Krankenhaus,21614,Buxtehude,Niedersachsen
766,Dreifaltigkeits-Krankenhaus Wesseling,50.8217851,6.9853126,krankenhaus-wesseling.de,www.krankenhaus-wesseling.de,Bonner Straße,50389,"Wesseling, Rheinland",Nordrhein-Westfalen
767,Klinik Manhagen,53.6630679,10.2574499,manhagen.de,www.manhagen.de,Sieker Landstraße,22927,Großhansdorf,Schleswig-Holstein
768,Klinikum Landshut gemeinnützige GmbH,48.5376718,12.1375837,klinikum-landshut.de,www.klinikum-landshut.de,Robert-Koch-Str.,84034,Landshut,Bayern
769,Krankenhaus Eichhof,50.6296369,9.3903261,eichhof-online.de,www.eichhof-online.de,Eichhofstraße,36341,Lauterbach,Hessen
770,Evangelisches Klinikum Köln Weyertal,50.9276265,6.9255891,evk-koeln.de,www.evk-koeln.de,Weyertal,50931,Köln,Nordrhein-Westfalen
771,Rottal-Inn Kliniken Kommunalunternehmen,48.4130091,12.7599515,rottalinnkliniken.de,www.rottalinnkliniken.de,Simonsöder Allee,84307,Eggenfelden,Bayern
772,Helios St. Elisabeth Klinik Oberhausen,50.6628028,9.7665828,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/oberhausen,Josefstr.,46045,"Oberhausen, Rheinland",Nordrhein-Westfalen
773,Herz-Jesu-Krankenhaus Fulda,50.5633071,9.6733013,herz-jesu-krankenhaus.de,www.herz-jesu-krankenhaus.de,Buttlarstraße,36039,Fulda,Hessen
774,Klinikum Fulda,50.5467606,9.7060983,klinikum-fulda.de,www.klinikum-fulda.de,Pacellialle,36043,Fulda,Hessen
775,St. Josefs Krankenhaus Balserische Stiftung,50.5786817,8.6680316,jokba.de,www.jokba.de,Wilhelmstraße,35392,Gießen,Hessen
776,Lahn-Dill-Kliniken,50.7465397,8.2854078,lahn-dill-kliniken.de,www.lahn-dill-kliniken.de,Rotebergstraße,35683,Dillenburg,Hessen
777,Klinik Dr. Frühauf,50.0911777,8.7889198,klinik-dr-fruehauf.de,www.klinik-dr-fruehauf.de,Scheffelstraße,63071,Offenbach,Hessen
778,Klinikum Kassel,51.3793857,9.0079263,klinikum-kassel.de,www.gesundheit-nordhessen.de/klinikum-kassel,Dennhäuser Straße,34134,Kassel,Hessen
779,Gemeinschaftsklinikum Mittelrhein gGmbH,50.2024581,7.8559045,gk.de,www.gk.de,Johannes-Müller-Straße,56068,Koblenz,Rheinland-Pfalz
780,Universitätsklinikum Augsburg AöR,48.3849306,10.8399721,uk-augsburg.de,www.uk-augsburg.de,Stenglinstr.,86156,Augsburg,Bayern
781,Universitätsmedizin Greifswald Körperschaft des öffentlichen Rechts,54.0880889,13.405878,uni-greifswald.de,www.medizin.uni-greifswald.de,Fleischmannstraße,17489,Greifswald,Mecklenburg-Vorpommern
782,Evangelisches Krankenhaus Oldenburg,53.1426959,8.2050814,evangelischeskrankenhaus.de,www.evangelischeskrankenhaus.de,Steinweg,26122,Oldenburg (Oldb.),Niedersachsen
783,Pius-Hospital,53.1436923,8.2111674,pius-hospital.de,www.pius-hospital.de,Georgstraße,26121,Oldenburg (Oldb.),Niedersachsen
784,Evangelisches Klinikum Bethel gGmbH,52.0424293,8.5402014,evkb.de,www.evkb.de,Schildescher Straße,33611,Bielefeld,Nordrhein-Westfalen
785,Klinikum Ingolstadt GmbH,48.7698276,11.3764486,klinikum-ingolstadt.de,www.klinikum-ingolstadt.de,Krumenauerstr.,85049,Ingolstadt,Bayern
786,Helios Kliniken Schwerin,53.6515139,11.4085471,helios-gesundheit.de,www.helios-gesundheit.de,Wismarsche Straße,19055,Schwerin,Mecklenburg-Vorpommern
787,Gemeinschaftskrankenhaus Bonn gGmbH,50.728329,7.0983726,gk-bonn.de,www.gk-bonn.de,Bonner Talweg,53113,Bonn,Nordrhein-Westfalen
788,Donau-Ries Kliniken,48.9564304,10.5973605,donkliniken.de,www.donkliniken.de,Kellerstr.,86732,Oettingen in Bayern,Bayern
789,Kinderklinik Schömberg,48.7921829,8.6473541,kiklisch.de,www.kiklisch.de,Römerweg,75328,Schömberg bei Neuenbürg,Baden-Württemberg
790,DRK Krankenhaus Grimmen GmbH,54.120055,13.1074335,krankenhaus-grimmen.de,www.krankenhaus-grimmen.de,Dorfstraße,18516,Süderholz,Mecklenburg-Vorpommern
791,Waldkliniken Eisenberg GmbH,50.9569235,11.8834066,waldkliniken-eisenberg.de,www.waldkliniken-eisenberg.de,Klosterlausnitzer Straße,07607,Eisenberg,Thüringen
792,Allgemeines Krankenhaus Celle,52.6288166,10.0859848,akh-celle.de,www.akh-celle.de,Siemensplatz,29223,Celle,Niedersachsen
793,Paracelsus-Nordseeklinik Helgoland,50.3292314,12.2900372,paracelsus-kliniken.de,www.paracelsus-kliniken.de/akut/helgoland/,Invasorenpfad,27498,Helgoland,Schleswig-Holstein
794,Benedictus Krankenhaus Feldafing GmbH & Co. KG,47.9377302,11.2940379,klinik-feldafing.de,www.klinik-feldafing.de,Thomas-Mann-Str.,82340,Feldafing,Bayern
795,Paracelsus-Klinik Bremen GmbH,53.7487216,10.0070122,paracelsus-kliniken.de,www.paracelsus-kliniken.de/bremen.html,In der Vahr,28329,Bremen,Bremen
796,DRK-Krankenhaus Mölln-Ratzeburg,53.6899657,10.7781976,drk-krankenhaus.de,www.drk-krankenhaus.de,Röpersberg,23909,Ratzeburg,Schleswig-Holstein
797,AMEOS Klinikum Lübeck,54.2965352,10.1850112,ameos.eu,www.ameos.eu/klinikum-luebeck-klinik-fuer-abhaengigkeitserkrankungen/,Weidenweg,23562,Lübeck,Schleswig-Holstein
798,Krankenhaus Reinbek St. Adolf-Stift GmbH,53.5097589,10.2406783,krankenhaus-reinbek.de,www.krankenhaus-reinbek.de,Hamburger Straße,21465,Reinbek,Schleswig-Holstein
799,"AMEOS Klinika Neustadt, Lübeck und Eutin",54.1328431,10.6014627,ameos.eu,www.ameos.eu/neustadt-in-holstein/,Janusstraße,23701,Eutin,Schleswig-Holstein
800,Deister-Süntel-Klinik GmbH,52.2082695,9.4721466,dsk-bm.de,www.dsk-bm.de,Deisterallee,31848,Bad Münder am Deister,Niedersachsen
801,AMEOS Klinikum Lübeck,54.0824338,10.6838417,ameos.eu,www.ameos.eu/klinikum-luebeck-klinik-fuer-abhaengigkeitserkrankungen/,Weidenweg,23562,Lübeck,Schleswig-Holstein
802,Ostsee-Klinik - Bad Schwartau,53.9154532,10.6977777,ostsee-klinik.de,www.ostsee-klinik.de,Anton-Baumann-Straße,23611,Bad Schwartau,Schleswig-Holstein
803,Helios Agnes Karll Krankenhaus,53.9224211,10.693842,helios-gesundheit.de,www.helios-gesundheit.de/standorte-angebote/kliniken/bad-schwartau/,Am Hochkamp,23611,Bad Schwartau,Schleswig-Holstein
804,St. Marien Krankenhaus Lampertheim,49.597042,8.4673311,stmarienkrankenhaus.de,www.stmarienkrankenhaus.de,Neue Schulstraße,68623,Lampertheim,Hessen
805,Schön Klinik Rendsburg-Eckernförde SE & Co. KG,54.4830698,9.8166113,schoen-klinik.de,www.schoen-klinik.de/rendsburg,Schleswiger Straße,24340,Eckernförde,Schleswig-Holstein
806,Dr. Becker Kiliani-Klinik AKUT,49.5092959,10.4108817,dbkg.de,www.dbkg.de,Schwarzallee,91438,Bad Windsheim,Bayern
